id,transaction_id,account_address,mint_address,pre_balance,post_balance,balance_delta
4179,3127,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432521257,432515677,-5580
4178,3126,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126737734,126731897,-5837
4177,3125,9bnz4RShgq1hAnLnZbP8kbgBg1kEmcJBYQq3gQbmnSta,,4138542310,4138547310,5000
4176,3125,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757249858,757239437,-10421
4175,3124,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126743677,126737734,-5943
4174,3123,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,296982330,296976561,-5769
4173,3122,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126751055,126743677,-7378
4172,3121,HFqU5x63VTqvQss8hp11i4wVV8bD44PvwucfZ2bU7gRe,,1054195,1087704,33509
4171,3121,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405678213,19405639704,-38509
4170,3120,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757260914,757255914,-5000
4169,3119,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757265914,757260914,-5000
4168,3118,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757270914,757265914,-5000
4167,3117,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757275914,757270914,-5000
4166,3116,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126756550,126751055,-5495
4165,3115,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126762058,126756550,-5508
4164,3114,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126767619,126762058,-5561
4163,3113,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126773174,126767619,-5555
4162,3112,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126778743,126773174,-5569
4161,3111,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432526913,432521257,-5656
4160,3110,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432532635,432526913,-5722
4159,3109,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126784446,126778743,-5703
4158,3108,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432538382,432532635,-5747
4157,3107,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126790123,126784446,-5677
4156,3106,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126795804,126790123,-5681
4155,3105,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126801519,126795804,-5715
4154,3104,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460268632,9460249087,-19545
4153,3103,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460288170,9460268632,-19538
4152,3102,77777T2qnynHFsA63FyfY766ciBTXizavU1f5HeZXwN,,4733466933,4733460250,-6683
4151,3101,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126807275,126801519,-5756
4150,3100,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126813060,126807275,-5785
4149,3099,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432544302,432538382,-5920
4148,3098,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126818922,126813060,-5862
4147,3097,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126824781,126818922,-5859
4146,3096,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126830576,126824781,-5795
4145,3095,3KCKozbAaF75qEU33jtzozcJ29yJuaLJTy2jFdzUY8bT,,4864004607,4864009607,5000
4144,3095,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757286251,757275914,-10337
4143,3094,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432550199,432544302,-5897
4142,3093,3KCKozbAaF75qEU33jtzozcJ29yJuaLJTy2jFdzUY8bT,,4863999607,4864004607,5000
4141,3093,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757296664,757286251,-10413
4140,3092,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126836393,126830576,-5817
4139,3091,5VY91ws6B2hMmBFRsXkoAAdsPHBJwRfBht4DXox3xkwn,,4500601557,4500606557,5000
4138,3091,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757307037,757296664,-10373
4137,3090,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126842292,126836393,-5899
4136,3089,9bnz4RShgq1hAnLnZbP8kbgBg1kEmcJBYQq3gQbmnSta,,4138537310,4138542310,5000
4135,3089,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757317546,757307037,-10509
4134,3088,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,297000869,296995071,-5798
4133,3087,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126847905,126842292,-5613
4132,3086,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432555874,432550199,-5675
4131,3085,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126853850,126847905,-5945
4130,3084,9bnz4RShgq1hAnLnZbP8kbgBg1kEmcJBYQq3gQbmnSta,,4138532310,4138537310,5000
4129,3084,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757328075,757317546,-10529
4128,3083,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,297021211,297015562,-5649
4127,3082,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,297026862,297021211,-5651
4126,3081,4TQLFNWK8AovT1gFvda5jfw2oJeRMKEmw7aH6MGBJ3or,,4969466369,4969471369,5000
4125,3081,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757338633,757328075,-10558
4124,3080,3KCKozbAaF75qEU33jtzozcJ29yJuaLJTy2jFdzUY8bT,,4863994607,4863999607,5000
4123,3080,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757349156,757338633,-10523
4122,3079,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,297032563,297026862,-5701
4121,3078,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,297038307,297032563,-5744
4120,3077,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126859909,126853850,-6059
4119,3076,ADuUkR4vqLUMWXxW9gh6D6L8pMSawimctcNZ5pGwDcEt,,951585,993757,42172
4118,3076,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405725385,19405678213,-47172
4117,3075,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126867338,126859909,-7429
4116,3074,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126874989,126867338,-7651
4115,3073,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,946560,981280,34720
4114,3073,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405765105,19405725385,-39720
4113,3072,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460307884,9460288170,-19714
4112,3071,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460327737,9460307884,-19853
4111,3070,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460347578,9460327737,-19841
4110,3069,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460367488,9460347578,-19910
4109,3068,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460387388,9460367488,-19900
4108,3067,HFqU5x63VTqvQss8hp11i4wVV8bD44PvwucfZ2bU7gRe,,6102070,6144863,42793
4107,3067,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405812898,19405765105,-47793
4106,3066,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,6259503,6300013,40510
4105,3066,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405858408,19405812898,-45510
4104,3065,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126881943,126874989,-6954
4103,3064,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460406946,9460387388,-19558
4102,3063,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460426480,9460406946,-19534
4101,3062,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460446199,9460426480,-19719
4100,3061,3AVi9Tg9Uo68tJfuvoKvqKNWKkC5wPdSSdeBnizKZ6jT,,3105516,3143583,38067
4099,3061,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405901475,19405858408,-43067
4098,3060,DttWaMuVvTiduZRnguLF7jNxTgiMBZ1hyAumKUiL2KRL,,1099291,1142380,43089
4097,3060,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405949564,19405901475,-48089
4096,3059,Ek23iWDACc56FsG4nLM936xPUXs9HskjXPKuvHzX99Wg,,432561929,432555874,-6055
4095,3058,3KCKozbAaF75qEU33jtzozcJ29yJuaLJTy2jFdzUY8bT,,4863989607,4863994607,5000
4094,3058,8VS2f3f7CmiEDFDMqxAKgxCNhhZn7HkJLRDCWET2vXKv,,757416992,757406455,-10537
4093,3057,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,297124130,297118354,-5776
4092,3056,9999kkxasWfVxfST4ha1arUuTcLFPRagpV3kdR9qpBEX,,297129889,297124130,-5759
4091,3055,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460465732,9460446199,-19533
4090,3054,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460485449,9460465732,-19717
4089,3053,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460505178,9460485449,-19729
4088,3052,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,1169586,1170633,1047
4087,3052,77777T2qnynHFsA63FyfY766ciBTXizavU1f5HeZXwN,,4733472980,4733466933,-6047
4086,3051,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,2177543,2220597,43054
4085,3051,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19405997618,19405949564,-48054
4084,3050,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,1023057,1065891,42834
4083,3050,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19406045452,19405997618,-47834
4082,3049,3AVi9Tg9Uo68tJfuvoKvqKNWKkC5wPdSSdeBnizKZ6jT,,1989577,2022632,33055
4081,3049,3KvsoNxgn64nsuHKPBHQJsguef3DgEkP2izE49k6CSAZ,,19406083507,19406045452,-38055
4080,3048,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,126888999,126881943,-7056
4079,3047,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460524726,9460505178,-19548
4078,3046,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460544270,9460524726,-19544
4077,3045,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460563989,9460544270,-19719
4076,3044,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9460583701,9460563989,-19712
4075,3043,DttWaMuVvTiduZRnguLF7jNxTgiMBZ1hyAumKUiL2KRL,,988182,989819,1637
